,ticker,morningstar_name,year,capex,eoy_price,eps,ltdebt,marketcap,ppe,revenue,roe,stdebt,assets,liabilities
36942,CIN,carlton investments,2016,0.0,31.72,157.89,,839776691.0,,,0.0538,,941120000.0,164661000.0
36943,CIO,connected io,2016,0.0,0.03,-0.54,,22077313.66,42829.0,785911.0,-0.3847,,8173777.0,1302199.0
36944,CIP,centuria industrial reit,2016,0.0,2.74,25.65,390201000.0,580762180.0,,,0.0581,,923268000.0,421672000.0
36945,CIW,clime investment management,2016,1999.0,0.65,2.17,,31863710.45,,,0.0453,,28345925.0,4826513.0
36946,CIX,calliden,2016,,,,,,,,,,,
36947,CIY,city pacific,2016,,,,,,,,,,,
36948,CJG,china jxy,2016,,,,,,,,,,,
36949,CJO,cerro resources nl,2016,,,,,,,,,,,
36950,CJT,cvc property fund,2016,,,,,,,,,,,
36951,CKA,cokal,2016,-1029047.0,0.01,-8.18,,7490140.56,2022648.0,548812.0,-1.5072,18707651.0,47385047.0,20286325.0
36952,CKF,collins foods,2016,-28281000.0,4.02,31.31,164240000.0,373860012.06,88000000.0,577395000.0,0.17120000000000002,,428310000.0,238613000.0
36953,CKL,colorpak,2016,,,,,,,,,,,
36954,CKP,cheviot kirribilly vineyard property,2016,,,,,,,,,,,
36955,CKT,challenger kenedix japanese trust,2016,,,,,,,,,,,
36956,CL1,class,2016,-2945000.0,3.3,4.64,,385506933.9,604000.0,22563000.0,0.2772,,22475000.0,3681000.0
36957,CL8,carly,2016,-6665.0,0.02,-0.55,,7033301.21,19087.0,613588.0,-0.8223999999999999,,2724621.0,383083.0
36958,CLA,celsius resources,2016,,,-39.3,,1614.03,0.0,,0.6807,885995.0,260828.0,1165576.0
36959,CLA1,clarity international,2016,,,,,,,,,,,
36960,CLB,candy club,2016,,,,,,,,,,,
36961,CLDD,betashares cloud computing etf,2016,,,,,,,,,,,
36962,CLE,cyclone metals,2016,-3640490.0,0.02,-4.69,,13696503.13,389333.0,1287917.0,-5.8849,,11243168.0,6809748.0
36963,CLF,concentrated leaders fund,2016,0.0,1.05,3.47,,63616115.85,,,0.0313,,102070000.0,33815000.0
36964,CLG,close the loop,2016,,,,,,,,,,,
36965,CLH,collection house,2016,-5295000.0,1.1,14.13,122011000.0,147938089.2,4277000.0,132694000.0,0.0967,664000.0,326968000.0,146663000.0
36966,CLI1,challenger international,2016,,,,,,,,,,,
36967,CLK,cypress lakes,2016,,,,,,,,,,,
36968,CLL1,p cleland enterprises,2016,,,,,,,,,,,
36969,CLNE,vaneck global clean energy etf,2016,,,,,,,,,,,
36970,CLO,clough,2016,,,,,,,,,,,
36971,CLR,carabella resources,2016,,,,,,,,,,,
36972,CLS,cl asset,2016,,,,,,,,,,,
36973,CLT,cellnet,2016,-180000.0,0.19,3.27,,9796265.1,304000.0,76059000.0,0.12890000000000001,763000.0,21770000.0,8214000.0
36974,CLU,cluey,2016,,,,,,,,,,,
36975,CLV,clover,2016,-19000.0,0.41,1.34,,67724495.36,2695000.0,43122000.0,0.0732,,39821000.0,9607000.0
36976,CLW,charter hall long wale reit,2016,,,,,,,,,,,
36977,CLX,cti logistics,2016,-15375419.0,0.73,30.2,58321329.0,50023932.55,97985196.0,171405680.0,0.2526,1699857.0,157889403.0,77516047.0
36978,CLZ,classic minerals,2016,-2727.0,0.01,0.75,79650.0,1627338.18,223743.0,4988621.0,4.4052999999999995,1225091.0,3963649.0,3433739.0
36979,CM1,coolgardie minerals,2016,,,,,,,,,,,
36980,CM8,crowd media,2016,-27071244.0,0.17,0.56,7290734.0,25950728.43,423178.0,37871289.0,0.0412,10415633.0,49176383.0,27863400.0
36981,CMC,china magnesium,2016,-488025.0,0.01,-1.09,,2925342.73,16350275.0,7075.0,-0.19010000000000002,,21950778.0,10545116.0
36982,CMD,cassius mining,2016,,0.01,-0.01,,21819571.62,0.0,,-0.07690000000000001,,4254729.0,24414.0
36983,CMG,critical minerals,2016,,,,,,,,,,,
36984,CMG1,chandler macleod,2016,,,,,,,,,,,
36985,CMJ,consolidated media,2016,,,,,,,,,,,
36986,CMK,cumnock coal,2016,,,,,,,,,,,
36987,CML,chase mining,2016,-390932.0,0.02,-0.16,,2643522.02,87330.0,200568.0,-0.0282,,5960654.0,74631.0
36988,CMM,capricorn metals,2016,-1556005.0,0.15,-1.36,,72886405.95,4819707.0,654461.0,-0.1594,,25480370.0,2269831.0
36989,CMN,cumminscorp,2016,,,,,,,,,,,
36990,CMO,cosmo metals,2016,,,,,,,,,,,
36991,CMP,compumedics,2016,-1539000.0,0.36,1.94,11000.0,61622809.11,832000.0,38273000.0,0.2242,2566000.0,26123000.0,11527000.0
36992,CMQ,chemeq,2016,,,,,,,,,,,
36993,CMR,compass resources,2016,,,,,,,,,,,
36994,CMT1,clements marshall consolidated,2016,,,,,,,,,,,
36995,CMV,cma,2016,,,,,,,,,,,
36996,CMW,cromwell property,2016,-1600000.0,1.01,18.86,1118200000.0,1778616176.12,,,0.102,,2878300000.0,1378100000.0
36997,CMX,chemx materials,2016,,,,,,,,,,,
36998,CMX1,climax mining,2016,,,,,,,,,,,
36999,CMY,capital mining,2016,-24840.0,0.01,-0.41,,5494470.92,0.0,550496.0,-1.1305,,3770735.0,253892.0
37000,CNA1,coal & allied industries,2016,,,,,,,,,,,
37001,CNB,carnaby resources,2016,,,,,,,,,,,
37002,CNB1,cic australia,2016,,,,,,,,,,,
37003,CNC,consolidated capital investments,2016,,,,,,,,,,,
37004,CNE,canning energy,2016,,,,,,,,,,,
37005,CNEW,vaneck china new economy etf,2016,,,,,,,,,,,
37006,CNG1,central norseman gold,2016,,,,,,,,,,,
37007,CNH,china steel australia,2016,,,,,,,,,,,
37008,CNI,centuria capital,2016,-59000.0,1.05,16.05,9800000.0,80463283.95,,,0.1043,,575754000.0,448087000.0
37009,CNJ,conico,2016,-37581.0,0.03,-0.03,,9743031.77,11325.0,357444.0,-0.0275,,15244215.0,368017.0
37010,CNP,cnpr,2016,,,,,,,,,,,
37011,CNQ,clean teq water,2016,-65640.0,0.03,-0.58,,12552479.85,3049071.0,777034.0,-0.1955,269582.0,12065218.0,1320648.0
37012,CNR,cannon resources,2016,,,,,,,,,,,
37013,CNR2,coonawarra australia property trust,2016,,,,,,,,,,,
37014,CNT,centamin egypt,2016,,,,,,,,,,,
37015,CNU,chorus,2016,-542473067.0,4.03,21.97,1597864429.0,1616030000.0,3485556297.0,961006768.0,0.1045,,3903136619.0,3072742873.0
37016,CNW,cirrus networks,2016,-265222.0,0.03,-1.2,,16913515.09,227149.0,19810115.0,-0.6335999999999999,,9652638.0,6966062.0
37017,CNX,carbon energy,2016,-168376.0,0.01,-6.64,,26635951.8,692707.0,2698383.0,-2.5238,9210047.0,51392993.0,13615551.0
37018,CO1,cobalt one,2016,,0.02,-3.79,,4749519.51,,774798.0,-0.9207,,1891738.0,85913.0
37019,COA,coates hire,2016,,,,,,,,,,,
37020,COB,cobalt blue,2016,,,,,,775000.0,,0.0,,9589000.0,
37021,COD,coda minerals,2016,,,,,,,,,,,
37022,COE,cooper energy,2016,-32396000.0,0.21,-10.14,3059000.0,93564990.0,6093000.0,20622000.0,-0.18059999999999998,,176331000.0,84781000.0
37023,COF,centuria office reit,2016,0.0,2.14,37.51,141090000.0,255530980.0,,,0.1352,,415563000.0,155421000.0
37024,COF1,coffey international,2016,,,,,,,,,,,
37025,COG,cog financial services,2016,0.0,0.12,3.01,,68480774.75,,,0.1602,,93217369.0,4524313.0
37026,COH,cochlear,2016,-37554000.0,121.25,330.6,189260000.0,6936062236.25,86878000.0,1144708000.0,0.42119999999999996,3978000.0,957363000.0,508806000.0
37027,COI,comet ridge,2016,-2558000.0,0.06,-0.7,,28943780.09,62000.0,36000.0,-0.1277,,43610000.0,14582000.0
37028,COJ,commstrat,2016,,,,,,,,,,,
37029,COL,coles,2016,,,,,,,,,,,
37030,COO,corum,2016,-1222000.0,0.11,0.01,,28150935.12,1327000.0,16441000.0,0.0014000000000000002,,26029000.0,6121000.0
37031,CORE,etfs global core infrastructure etf,2016,,,,,,,,,,,
37032,COS,cosol,2016,,,,,,,,,,,
37033,COU,count financial,2016,,,,,,,,,,,
37034,COV,corvette resources,2016,,,,,,,,,,,
37035,COY,coppermoly,2016,-332042.0,0.01,-0.15,,6083875.78,18401.0,2487.0,-0.0638,1288627.0,13183138.0,1578964.0
37036,CP1,cannpal animal therapeutics,2016,,,,,,,,,,,
37037,CPA,commonwealth property office fund,2016,,,,,,,,,,,
37038,CPH,creso pharma,2016,,,,,,11512.0,,0.0,51004.0,6011139.0,134648.0
37039,CPI,cpi,2016,,,,,,,,,,,
37040,CPK,cp1,2016,,,,,,,,,,,
37041,CPL,coalspur mines,2016,,,,,,,,,,,
37042,CPM,cooper metals,2016,,,,,,,,,,,
37043,CPM1,central pacific minerals nl,2016,,,,,,,,,,,
37044,CPN,caspin resources,2016,,,,,,,,,,,
37045,CPN2,carpathian resources,2016,,,,,,,,,,,
37046,CPO,culpeo minerals,2016,,,,,,,,,,,
37047,CPR,clivpee,2016,,,,,,,,,,,
37048,CPS,computronics,2016,,,,,,,,,,,
37049,CPT,cipherpoint,2016,-71994.0,0.24,-3.14,,117489640.08,158987.0,2383773.0,-1.6509,,11839955.0,3289136.0
37050,CPU,computershare,2016,-34092378.0,9.17,38.45,2158924050.0,5014394511.7,156928359.0,2674792620.0,0.2187,350239698.0,5356514947.0,3863472932.0
37051,CPV,clearvue technologies,2016,,,,,,,,,,,
37052,CQC,cuesta coal,2016,,,,,,,,,,,
37053,CQE,charter hall social infrastructure reit,2016,0.0,2.67,43.25,198254000.0,662557058.37,,,0.0639,,753560000.0,221760000.0
37054,CQO,charter hall office reit,2016,,,,,,,,,,,
37055,CQR,charter hall retail reit,2016,0.0,4.76,46.66,805700000.0,1924505375.52,,,0.0636,,2449000000.0,916800000.0
37056,CQT,conquest mining,2016,,,,,,,,,,,
37057,CR1,constellation resources,2016,,,,,,,,,,,
37058,CR9,corella resources,2016,-13747.0,0.04,0.05,,24553867.84,113351.0,1644230.0,0.015700000000000002,,17062926.0,4244547.0
37059,CRB,carbine resources,2016,,0.11,-2.66,,21234119.83,2472.0,962755.0,-0.7016,,6979820.0,202430.0
37060,CRC,cortona resources,2016,,,,,,,,,,,
37061,CRD,credible labs inc,2016,,,,,,,,,,,
37062,CRD1,crown diamonds nl,2016,,,,,,,,,,,
37063,CRE,crescent gold,2016,,,,,,,,,,,
37064,CRED,betashares australian investment grade corporate bond etf,2016,,,,,,,,,,,
37065,CRG,crane,2016,,,,,,,,,,,
37066,CRH,crowe horwath australasia,2016,,,,,,,,,,,
37067,CRL,comet resources,2016,0.0,0.03,-0.57,,3463724.0,0.0,3000.0,-0.3714,,1365472.0,38330.0
37068,CRM,carbon minerals,2016,,0.09,-1.16,,1692314.82,736080.0,1009.0,-0.0398,,5623013.0,153968.0
37069,CRN,coronado global resources inc,2016,,,,,,,,,,,
37070,CRR,critical resources,2016,,,,,,,,0.0,,308300000.0,92800000.0
37071,CRS,caprice resources,2016,,,,,,,,,,,
37072,CRT,consolidated rutile,2016,,,,,,,,,,,
37073,CRU,catalyst recruitment systems,2016,,,,,,,,,,,
37074,CRW,cashrewards,2016,,,,,,,,,,,
37075,CSD,consolidated tin mines,2016,-1129796.0,0.03,-3.67,,22249263.02,23877441.0,3553193.0,-0.8747,25898106.0,84776352.0,69606857.0
37076,CSE,copper strike,2016,0.0,0.46,0.16,,49148612.6,0.0,578948.0,0.0038,,68420422.0,19511583.0
37077,CSF,catalano seafood,2016,,,,,,,,,,,
37078,CSF1,centro shopping america trust,2016,,,,,,,,,,,
37079,CSH,concept hire,2016,,,,,,,,,,,
37080,CSJ,credit suisse gp100 - australia trust,2016,,,,,,,,,,,
37081,CSK,crowdspark,2016,-1242093.0,0.01,-2.33,,16149158.35,588088.0,2861302.0,-1.4394,559963.0,12069005.0,3322273.0
37082,CSL,csl,2016,-761782924.0,112.18,362.13,4148936170.0,51222369238.46,3217883113.0,8472124966.0,0.4154,83894424.0,10184082951.0,6727040129.0
37083,CSM,cosmo gold,2016,,,,,,,,,,,
37084,CSM1,consolidated minerals,2016,,,,,,,,,,,
37085,CSR,csr,2016,-120000000.0,3.3,28.2,2200000.0,1668811039.5,864000000.0,2330000000.0,0.1335,,2215800000.0,898600000.0
37086,CSS,clean seas seafood,2016,-1391000.0,0.03,-0.81,68000.0,37579613.02,13003000.0,32548000.0,-0.20929999999999999,3063000.0,49883000.0,6966000.0
37087,CST,castile resources,2016,,,,,,,,,,,
37088,CST2,cellestis,2016,,,,,,,,,,,
37089,CSU,credit suisse pl100 emerging markets infrastructure development trust,2016,,,,,,,,,,,
37090,CSV,csg,2016,-4934000.0,1.49,5.6,219260000.0,475424239.79,2582000.0,246534000.0,0.051500000000000004,8620000.0,593532000.0,304778000.0
37091,CSW,credit suisse pl100 world water trust,2016,,,,,,,,,,,
37092,CSX,cleanspace,2016,,,,,,,,,,,
37093,CSX1,citadel securix,2016,,,,,,,,,,,
37094,CT1,constellation technologies,2016,0.0,0.01,-0.24,,1258206.42,0.0,193450.0,-0.6189,,571917.0,133426.0
37095,CTD,corporate travel management,2016,-8198000.0,14.0,43.18,22833000.0,1373103270.0,5426000.0,264684000.0,0.16,14347000.0,570147000.0,298562000.0
37096,CTE,cryosite,2016,-539189.0,0.21,0.65,,9840508.23,1206049.0,10043674.0,0.0895,,9657279.0,6278974.0
37097,CTI,chariot,2016,,,,,,,,,,,
37098,CTL,centennial mining,2016,-1472415.0,0.02,-0.3,2247471.0,11606474.29,7364775.0,158206.0,-0.0463,308705.0,38858604.0,7803571.0
37099,CTM,centaurus metals,2016,-3947.0,0.01,-0.39,,7862725.06,425928.0,142093.0,-0.539,,5519209.0,767920.0
37100,CTO,citigold,2016,0.0,0.01,-0.48,,24816232.74,,242914.0,-0.08929999999999999,10897258.0,113675302.0,20947866.0
37101,CTP,central petroleum,2016,-1831972.0,0.1,-5.16,93682131.0,42453369.41,113783254.0,23863069.0,-1.1694,3784194.0,151374846.0,134857236.0
37102,CTQ,careteq,2016,,,,,,,,,,,
37103,CTR1,centaur mining and exploration,2016,,,,,,,,,,,
37104,CTT,cettire,2016,,,,,,,,,,,
37105,CTT1,ctt retail investment trust,2016,,,,,,,,,,,
37106,CTV,colortv,2016,,,,1788072.0,,1354117.0,,0.0,3637378.0,23138575.0,18257726.0
37107,CTY,country road,2016,,,,,,,,,,,
37108,CTZ,cable and telecoms,2016,,,,,,,,,,,
37109,CU6,clarity pharmaceuticals,2016,,,,,,,,,,,
37110,CUA,centuria urban reit,2016,0.0,2.25,27.89,,164880000.0,,,0.061500000000000006,,210979000.0,46173000.0
37111,CUE,cue energy resources,2016,-7278000.0,0.08,-12.44,,56547697.32,42623000.0,49042000.0,-1.9386,,73298000.0,30709000.0
37112,CUF,cufe,2016,-47703.0,0.04,-0.29,,9204106.64,4274.0,50000.0,18.0502,,1123369.0,1147693.0
37113,CUL,cullen resources,2016,-489480.0,,-0.06,,5704680.39,5606.0,117942.0,-0.15560000000000002,,6402365.0,261733.0
37114,CUO,copperco,2016,,,,,,,,,,,
37115,CUP,countplus,2016,-1085000.0,0.72,12.13,25603000.0,82178486.64,4158000.0,138558000.0,0.2304,18000.0,119517000.0,56762000.0
37116,CUR,centaurus resources,2016,,,,,,,,,,,
37117,CURE,etfs s&p biotech etf,2016,,,,,,,,,,,
37118,CUS,copper search,2016,,,,,,,,,,,
37119,CUS1,customers,2016,,,,,,,,,,,
37120,CUV,clinuvel pharmaceuticals,2016,-98051.0,4.32,-6.96,,203388351.84,164670.0,7007870.0,-0.1772,,20138267.0,2303747.0
37121,CUY,curnamona energy,2016,,,,,,,,,,,
37122,CV1,cv check,2016,-1387015.0,0.17,-5.88,72676.0,33854070.13,273812.0,7122648.0,-1.6422999999999999,14990.0,7932534.0,3148856.0
37123,CVA,clever communications australia,2016,,,,,,,,,,,
37124,CVB,cheviot bridge,2016,,,,,,,,,,,
37125,CVC,cvc,2016,-187226.0,1.5,11.54,21571053.0,179896845.94,581157.0,147701742.0,0.0298,3167951.0,255404691.0,41885710.0
37126,CVF,contrarian value fund,2016,,1.01,12.46,,58530073.45,,,0.0959,,66349365.0,3510019.0
37127,CVI,cvi energy,2016,,,,,,,,,,,
37128,CVL,civmec,2016,,,,,,,,,,,
37129,CVN,carnarvon energy,2016,-13252000.0,0.1,-0.53,,101994171.7,165000.0,6058000.0,-0.039599999999999996,,138108000.0,2600000.0
37130,CVO,cover-more,2016,-8296000.0,1.21,5.88,63837000.0,384236422.02,4090000.0,223301000.0,0.094,11000.0,314105000.0,115467000.0
37131,CVR,cavalier resources,2016,,,,,,,,,,,
37132,CVR2,central asia resources,2016,,,,,,,,,,,
37133,CVV,caravel minerals,2016,-83042.0,0.09,-1.91,,4377962.6,131844.0,573096.0,-0.2365,82184.0,4053426.0,279481.0
37134,CVW,clearview wealth,2016,-7164000.0,0.95,4.39,,567558120.0,1823000.0,,0.06509999999999999,,1989522000.0,1577759000.0
37135,CVY,coventry resources,2016,,,,,,,,,,,
37136,CWC,china waste,2016,0.0,0.48,-0.14,,344527185.12,6675.0,1785.0,0.8162,,338580.0,1519832.0
37137,CWC1,chew,2016,,,,,,,,,,,
37138,CWH,cwh resources,2016,,,,,,,,,,,
37139,CWK,coalworks,2016,,,,,,,,,,,
37140,CWL,consolidated financial,2016,-2398709.0,0.18,-1.85,,17182606.86,268998.0,6546617.0,0.0002,45791.0,16913553.0,4234431.0
37141,CWN,crown resorts,2016,-556549000.0,12.61,136.22,2175611000.0,9185050672.85,4069036000.0,4203413000.0,0.07769999999999999,85715000.0,8848644000.0,3696467000.0
37142,CWO,cable & wireless optus,2016,,,,,,,,,,,
37143,CWP,cedar woods properties,2016,-2052000.0,4.35,59.49,86127000.0,343178812.35,,,0.1482,,452729000.0,145541000.0
37144,CWT,challenger wine trust,2016,,,,,,,,,,,
37145,CWX,carawine resources,2016,,,,,,,,,,,
37146,CWY,cleanaway waste management,2016,-153500000.0,0.8,2.83,358600000.0,1269075684.0,897100000.0,1456700000.0,0.0435,800000.0,2909800000.0,1128300000.0
37147,CXC,coeur d'alene mines,2016,,,,,,,,,,,
37148,CXD,cathrx,2016,,,,,,,,,,,
37149,CXH,compass hotel,2016,,,,,,,,,,,
37150,CXL,calix,2016,,,,,,,,,,,
37151,CXM,centrex,2016,-2634681.0,0.07,-1.58,,20507848.2,649938.0,531151.0,-0.12269999999999999,,34955588.0,692365.0
37152,CXO,core lithium,2016,-1263849.0,0.02,-0.92,,5960428.83,71526.0,22188.0,-0.21780000000000002,,8829560.0,589599.0
37153,CXP,corporate express australia,2016,,,,,,,,,,,
37154,CXS,chemgenex pharmaceuticals,2016,,,,,,,,,,,
37155,CXU,cauldron energy,2016,-2615958.0,0.07,-1.49,,19008172.92,286850.0,1233829.0,-0.3055,,13554154.0,530840.0
37156,CXX,cradle resources,2016,-829270.0,0.31,-6.72,,51065561.27,0.0,,-0.0408,,23814390.0,245130.0
37157,CXZ,connexion telematics,2016,,0.12,-7.69,270325.0,12741146.75,7812.0,1294916.0,2.0015,2354699.0,254635.0,3682360.0
37158,CY5,cygnus gold,2016,,,,,,,,,,,
37159,CYA,century australia investments,2016,0.0,0.82,6.83,,67129877.28,,,0.0724,,77526000.0,261000.0
37160,CYC,cyclopharm,2016,-1795214.0,0.91,1.55,,54351327.03,2340655.0,14385507.0,0.07150000000000001,,16414994.0,3953191.0
37161,CYG,coventry,2016,-5757000.0,1.05,-7.58,,39916980.0,16040000.0,183136000.0,-0.0079,,128989000.0,30725000.0
37162,CYL,catalyst metals,2016,,0.59,-2.08,,32290112.36,,,-1.1903,,1537442.0,614311.0
37163,CYM,cyprium metals,2016,0.0,0.55,-23.17,,2310134.2,461.0,101475.0,-0.1151,,6515135.0,234689.0
37164,CYO,clarity oss,2016,,,0.42,,348744.25,,,0.0,11004307.0,32044.0,11103470.0
37165,CYP,cynata therapeutics,2016,,0.31,-6.82,,22548803.25,0.0,1099713.0,-0.5755,,9030515.0,447377.0
37166,CYQ,cycliq,2016,-12505.0,0.03,-1.17,21442.0,569005.95,35954.0,88498.0,1.7322,9664.0,66948.0,195413.0
37167,CYT,cytopia,2016,,,,,,,,,,,
37168,CZI,cassini resources,2016,-2811250.0,0.03,-1.18,,5964275.13,167623.0,9698.0,-0.2469,,10882056.0,328314.0
37169,CZL,consolidated zinc,2016,-4556524.0,0.04,-0.76,,16836210.93,28541.0,,-0.1592,1505000.0,13543395.0,2159030.0
37170,CZN,corazon mining,2016,-640895.0,0.01,-0.22,,3689316.63,19134.0,,-0.4424,,2010759.0,188140.0
37171,CZR,czr resources,2016,,0.01,-0.15,,12265525.54,31432.0,,-0.171,,14074996.0,286443.0
37172,CZZ,capilano honey,2016,-9588136.0,21.0,110.19,10201648.0,198607101.0,21499578.0,133617025.0,0.17010000000000003,8120105.0,99735220.0,43971098.0
37173,D13,delaware thirteen,2016,-179127.0,0.13,-2.8,,54015455.0,132049.0,394501.0,-2.9581,,2804936.0,535867.0
37174,D2O,duxton water,2016,,,,,,0.0,,0.0,,174223891.0,
37175,DAF,discovery alaska,2016,0.0,0.01,-0.01,,2408816.38,0.0,772536.0,-0.0158,,2097382.0,233313.0
37176,DAL,dalaroo metals,2016,,,,,,,,,,,
37177,DBBF,betashares ethical diversified balanced etf,2016,,,,,,,,,,,
37178,DBF,duxton farms,2016,,,,,,,,,,,
37179,DBI,dalrymple bay infrastructure,2016,,,,,,,,,,,
37180,DBO,diablo resources,2016,,,,,,,,,,,
37181,DBS,dark blue sea,2016,,,,,,,,,,,
37182,DC2,dc two,2016,,,,,,,,,,,
37183,DCC,digitalx,2016,-1167573.0,0.14,-2.59,,24046143.43,32656.0,51814718.0,-1.7846000000000002,,3434385.0,1188499.0
37184,DCG,decmil,2016,-2920000.0,0.71,-34.5,7212000.0,121472936.58,37753000.0,299836000.0,-0.2133,2161000.0,322951000.0,78905000.0
37185,DCI,dc international,2016,,,,,,,,,,,
37186,DCL,domacom,2016,,,,,,,,0.0,,23697549.0,795991.0
37187,DCN,dacian gold,2016,-525564.0,2.9,-18.47,,386588136.6,748125.0,15641.0,-1.6466,,18652731.0,5393464.0
37188,DCX,discovex resources,2016,-1343854.0,0.01,-1.7,,2876654.78,91922.0,2000.0,-1.2443,,5863134.0,172903.0
37189,DDB,dynamic,2016,,,,,,,,,,,
37190,DDD,3d resources,2016,0.0,,-0.37,,1106278.1,0.0,123605.0,-0.5097999999999999,,936650.0,415706.0
37191,DDF,deutsche diversified trust,2016,,,,,,,,,,,
37192,DDH,ddh1,2016,,,,,,,,,,,
37193,DDR,dicker data,2016,-19282000.0,2.26,16.04,39075000.0,361613458.3,43872000.0,1185259000.0,0.3465,75000000.0,365701000.0,291743000.0
37194,DDT,datadot technology,2016,-455659.0,0.02,-0.43,,15213489.22,556682.0,7035129.0,-0.322,,8196634.0,1771321.0
37195,DEG,de grey mining,2016,0.0,,-0.04,,5757305.29,26019.0,13949.0,-0.6678000000000001,,1264403.0,189717.0
37196,DEL,delorean,2016,,,,,,,,,,,
37197,DEL1,delfin,2016,,,,,,,,,,,
37198,DEM,de.mem,2016,,,,,,683931.0,,0.0,,5587361.0,817407.0
37199,DES,destra,2016,,,,,,,,,,,
37200,DET,dealt,2016,,,,5308564.0,,,,0.0,,54424944.0,29106773.0
37201,DEV,devex resources,2016,-1190005.0,,0.07,,2474008.76,72523.0,325699.0,0.0208,,23380050.0,1947209.0
37202,DEX,duke exploration,2016,,,,,,,,,,,
37203,DEX1,dexion,2016,,,,,,,,,,,
37204,DFM,dongfang modern agriculture,2016,-311020.0,0.78,21.82,81732.0,305339615.77,385992.0,203853358.0,0.2189,15312.0,435161675.0,43902676.0
37205,DGA,digga australian mining fund,2016,,,,,,,,,,,
37206,DGD,delta gold,2016,,,,,,,,,,,
37207,DGGF,betashares ethical diversified growth etf,2016,,,,,,,,,,,
37208,DGH,desane,2016,-1000.0,0.73,13.73,16693000.0,26940839.07,,,0.0993,,53251000.0,22701000.0
37209,DGL,dgl,2016,,,,,,,,,,,
37210,DGM,deepgreen minerals,2016,,,,,,,,,,,
37211,DGO,dgo gold,2016,-142208.0,0.2,-15.49,,1159453.6,18805.0,260429.0,-0.37979999999999997,,896284.0,99800.0
37212,DGR,dgr global,2016,-763678.0,0.03,0.14,,13772046.93,510601.0,2989844.0,-0.1258,518143.0,47422284.0,3318593.0
37213,DGX,diploma,2016,,,,,,,,,,,
37214,DHB,dream haven bedding and furniture,2016,,,,,,,,,,,
37215,DHG,domain  australia,2016,,,,,,,,,,,
37216,DHHF,betashares diversified all growth etf,2016,,,,,,,,,,,
37217,DID,didasko,2016,,,,,,,,,,,
37218,DIG,asia pacific digital,2016,-976000.0,0.27,-10.31,5122000.0,31963001.49,1020000.0,55202000.0,-0.9154000000000001,3627000.0,30588000.0,21296000.0
37219,DIO,dioro exploration nl,2016,,,,,,,,,,,
37220,DIR,direct nickel,2016,,,,,,,,,,,
37221,DIT,deutsche industrial trust,2016,,,,,,,,,,,
37222,DIV,ubs iq morningstar australia dividend yield etf,2016,,18.82,0.25,,22809840.0,,,0.0001,,23508000.0,355000.0
37223,DJRE,spdr dow jones global real estate esg fund,2016,,21.94,218.57,,93511505.18,,,0.0993,,96079829.0,2220162.0
37224,DJS,david jones,2016,,,,,,,,,,,
37225,DJW,djerriwarrh investments,2016,0.0,4.08,18.63,,891847200.0,,,0.058600000000000006,,785044000.0,89986000.0
37226,DKM,duketon mining,2016,,0.21,-1.96,,17330210.52,1302.0,100000.0,-0.331,,5082235.0,203260.0
37227,DKN,dkn financial,2016,,,,,,,,,,,
37228,DKS,danks,2016,,,,,,,,,,,
37229,DLC,delecta,2016,126000.0,0.01,-0.03,,3800977.23,276000.0,17754000.0,-0.0183,,10549000.0,1167000.0
37230,DLM,dominion minerals,2016,-221375.0,0.03,-3.04,,24627168.97,86755.0,434548.0,-0.7482,,16446699.0,926551.0
37231,DLS,drillsearch energy,2016,,,,,,,,,,,
37232,DLT,delta drone international,2016,,,,,,,,,,,
37233,DLX,dulux,2016,-60804000.0,6.6,34.09,388679000.0,2569051663.2,0.0,1718985000.0,0.35700000000000004,12904000.0,1195802000.0,830564000.0
37234,DM1,desert metals,2016,0.0,0.04,-3.25,,12237937.88,4547.0,1181499.0,-0.7687,1000000.0,9773325.0,1908751.0
37235,DMA,dynasty resources,2016,-19127.0,0.06,-0.14,1347137.0,25316317.02,46637.0,190067.0,-0.1324,,7507569.0,2612858.0
37236,DMC,design milk co,2016,-784531.0,0.2,0.2,,136732800.0,450827.0,9649738.0,0.0159,,20680632.0,3539761.0
37237,DME,dome gold mines,2016,-497013.0,0.45,-0.61,1443930.0,102723338.7,374100.0,394544.0,-0.051399999999999994,,28671576.0,1554958.0
37238,DMG,dragon mountain gold,2016,,0.02,-0.25,,5270610.3,9712.0,,-0.1816,,3651528.0,13445.0
37239,DMKT,amp capital dynamic markets fund (hedge fund),2016,,,,,,,,,,,
37240,DML,discovery metals,2016,,,,,,,,,,,
37241,DMM,dmc mining,2016,,,,,,,,,,,
37242,DMM1,dmc mining 1,2016,,,,,,,,,,,
37243,DMP,domino's pizza enterprises,2016,-113874000.0,68.13,94.4,285507000.0,5971469004.54,188050000.0,938486000.0,0.2412,36285000.0,1125728000.0,731182000.0
37244,DMX,dmx,2016,,,,,,,,,,,
37245,DN8,dreamscape networks,2016,,,,,,1900000.0,,0.0,,25400000.0,30600000.0
37246,DNA,donaco international,2016,-1815637.0,0.41,9.47,111693999.0,344952740.96,172859116.0,201081057.0,0.1168,40107134.0,682719484.0,203409058.0
37247,DNK,danakali,2016,-3122.0,0.48,-2.43,,107757444.96,7920.0,1779155.0,-0.06280000000000001,,34053581.0,387893.0
