ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BIR1,Burswood Limited,Annual Ratio Analysis - Year End Share Price ($),0.65,0.80,0.88,0.84,1.34, , , , , , , , , , , , , , , , , , 
BIS,Bisalloy Steel Group Limited,Annual Ratio Analysis - Year End Share Price ($), , ,--,1.06,0.91,1.21,0.70,0.86,0.54,0.15,0.17,0.12,1.40,0.85,0.28,0.53,0.38,0.41,0.87,1.00,0.93,1.20,1.69
BIT,Biotron Limited,Annual Ratio Analysis - Year End Share Price ($),--,0.30,0.35,0.31,0.19,0.13,0.20,0.25,0.15,0.09,0.07,0.10,0.10,0.08,0.10,0.12,0.06,0.02,0.02,0.07,0.07,0.05,0.06
BIV,Blue Capital Limited,Annual Ratio Analysis - Year End Share Price ($),--, ,--,--,1.10,1.24,0.99,0.21,0.15,0.02,0.02, , , , , , , , , , , , 
BKA,Buka Minerals Limited,Annual Ratio Analysis - Year End Share Price ($),0.28,0.15,0.15,0.12,0.36,0.27, , , , , , , , , , , , , , , , , 
BKG,Booktopia Group Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , ,--,2.64,0.23
BKI,BKI Investment Company Limited,Annual Ratio Analysis - Year End Share Price ($), , , ,--,0.98,1.09,1.35,1.52,1.22,1.05,1.15,1.21,1.16,1.42,1.65,1.67,1.58,1.62,1.52,1.57,1.39,1.62,1.66
BKL,Blackmores Limited,Annual Ratio Analysis - Year End Share Price ($),5.80,6.50,6.62,6.32,10.00,12.95,13.90,20.56,16.40,16.00,22.30,26.70,26.25,26.94,27.20,75.27,131.39,95.84,142.50,89.91,77.95,73.47,70.40
BKM,BKM Management Limited,Annual Ratio Analysis - Year End Share Price ($),0.07,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, , , 
BKN,Bradken Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,--,2.89,5.20,10.70,8.60,4.31,7.20,7.96,5.19,4.31,3.80,1.44,1.00, , , , , , 
BKR,Broadcast Production Services Limited,Annual Ratio Analysis - Year End Share Price ($),0.14,0.20,0.14,0.21,0.30,0.33,0.34,0.48,0.40,0.26, , , , , , , , , , , , , 
BKT,Black Rock Mining Limited,Annual Ratio Analysis - Year End Share Price ($), , , ,--,0.17,0.20,0.09,0.17,0.08,0.04,0.01,0.01,0.00,0.00,0.00,0.03,0.07,0.07,0.04,0.08,0.05,0.14, 
BKW,Brickworks Limited,Annual Ratio Analysis - Year End Share Price ($),40.15,5.85,6.35,7.88,9.10,10.51,11.99,13.50,11.90,12.95,11.81,9.90,10.10,12.24,14.30,14.90,15.03,13.20,15.58,16.75,16.33,24.25, 
BKY,Berkeley Energia Limited,Annual Ratio Analysis - Year End Share Price ($), , , ,--,0.14,0.11,0.71,2.10,0.85,1.20,1.13,0.41,0.40,0.23,0.27,0.30,0.67,0.70,0.73,0.35,0.45,0.56, 
BLA,Blue Sky Alternative Investments Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,--,0.84,1.25,2.95,4.11,8.10,9.49,1.71, , , , 
BLD,Boral Limited,Annual Ratio Analysis - Year End Share Price ($),2.10,2.88,3.75,5.06,6.46,6.48,8.14,8.77,5.65,4.07,4.82,4.40,2.95,4.21,5.25,5.85,6.22,6.95,6.53,5.12,3.79,7.35,2.59
BLE,Blue Ensign Technologies Limited,Annual Ratio Analysis - Year End Share Price ($),0.10,--,--,--,--,--,--,--,--, , , , , , , , , , , , , , 
BLG,Bluglass Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,0.56,0.47,0.21,0.12,0.12,0.09,0.15,0.12,0.06,0.21,0.26,0.30,0.15,0.03,0.03,0.03
BLR,Black Range Minerals Limited,Annual Ratio Analysis - Year End Share Price ($),0.28,0.09,0.04,0.02,0.02,0.02,0.05,0.20,0.07,0.09,0.02,0.03,0.02,0.01,0.01, , , , , , , , 
BLT,Benitec Biopharma Limited,Annual Ratio Analysis - Year End Share Price ($),0.12,0.03,0.05,0.84,0.85,0.12,0.04,0.12,0.07,0.03,0.03,0.03,0.02,0.01,1.15,0.69,0.10,0.12,0.14,0.06, , , 
BLU,Blue Energy Limited,Annual Ratio Analysis - Year End Share Price ($),0.70,0.65,0.62,0.75,0.31,0.06,--,0.26,0.06,0.20,0.14,0.06,0.06,0.04,0.05,0.02,0.02,0.08,0.09,0.04,0.04,0.06, 
BLU1,BlueFreeway Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , ,--,2.40,0.06, , , , , , , , , , , , , , 
BLV,Blossomvale Holdings Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , ,0.17,0.85,0.34,0.89,0.49,0.54,0.23,0.04,0.02,0.03,0.05,1.09,1.37,0.95,0.70,0.20,0.28, , 
BLX,Beacon Lighting Group Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , ,--,1.03,2.00,1.36,1.30,1.52,1.04,1.05,1.90,1.78
BLY,Boart Longyear Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , ,--,2.35,0.20,0.35,4.56,2.78,1.88,0.39,0.17,0.06,0.12,0.01,0.00,1.63,0.43,2.47, 
BLZ,Blaze Minerals Limited,Annual Ratio Analysis - Year End Share Price ($),0.09,0.11,0.06,0.03,0.03,0.07,0.03,0.04,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.06,0.07,0.03,0.04,0.02,0.02,0.04, 
BMB,Balamara Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.72,0.72,0.72,0.72, , , ,0.05,0.02,0.01,0.01,0.02,0.15,0.06,0.07, , , , , , , , 
BME,Black Mountain Energy Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
BMG,BMG Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,0.17,0.15,0.22,0.20,0.09,0.04,0.04,0.08,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05, 
BMG1,Battle Mountain Gold Company ,Annual Ratio Analysis - Year End Share Price ($),3.40, , , , , , , , , , , , , , , , , , , , , , 
BMH,Baumart Holdings Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , ,--,0.20,0.22,0.22,0.24,0.20,0.20, 
BML,Boab Metals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,--,0.14,0.15,0.12,0.10,0.02,0.02,0.03,0.02,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.42, 
BMM,Balkan Mining and Minerals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,--,0.18, , , , , , , , , , , ,--, , 
BMM1,Bellamel Mining Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,--,0.18, , , , , , , , , , , , , , 
BMN,Bannerman Energy Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , ,0.23,1.04,3.00,2.50,1.12,0.27,0.27,0.12,0.06,0.07,0.05,0.03,0.03,0.05,0.04,0.04,0.17, 
BMO,Bastion Minerals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , ,--,0.24, 
BMR,Ballymore Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.55,0.30,0.39, , , , , , , , , , , , , , , , , ,--, , 
BMR1,Balmoral Corporation Limited,Annual Ratio Analysis - Year End Share Price ($),0.55,0.30,0.39, , , , , , , , , , , , , , , , , , , , 
BMS,Basin Minerals Limited,Annual Ratio Analysis - Year End Share Price ($),0.18,0.70,2.16, , , , , , , , , , , , , , , , , , , , 
BMT,Beamtree Holdings Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , ,0.17,0.10,0.19,0.17,0.42,0.29
BMX,Bemax Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.18,0.28,0.34,0.12,0.14,0.30,0.28,0.26, , , , , , , , , , , , , , , 
BNB,Babcock & Brown Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,10.88,17.15,24.90,27.15, , , , , , , , , , , , , , , 
BNC,Bioniche Life Sciences Inc,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , ,--,0.90,0.41,0.30, , , , , , , , , 
BND,Bandanna Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , ,--,0.12,0.09,0.04,0.07,0.20,0.43,0.59,1.86,0.34,0.10,0.08, , , , , , , , 
BNDS,Betashares Legg Mason Australian Bond Fund (Managed Fund),Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , ,26.87,27.12,26.74, 
BNK,Banksia Wines Limited,Annual Ratio Analysis - Year End Share Price ($),--,0.73, , , , , , , , , , , , , , , , , , , , , 
BNKS,Betashares Global Banks ETF - Currency Hedged,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , ,6.96,6.90,6.38,4.68,6.73, 
BNL,Blue Star Helium Limited,Annual Ratio Analysis - Year End Share Price ($),0.19,0.80,0.72,1.15,0.63,0.44,0.71,0.44,0.05,0.60,0.41,0.43,0.49,0.55,0.20,0.50,0.50,0.50,0.01,0.01,0.04,0.06, 
BNO,Bionomics Limited,Annual Ratio Analysis - Year End Share Price ($),0.98,0.97,0.71,0.25,0.23,0.11,0.17,0.37,0.34,0.21,0.27,0.56,0.30,0.34,0.55,0.41,0.28,0.40,0.53,0.03,0.06,0.19,0.05
BNR,Bulletin Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , ,--,0.12,0.07,0.02,0.01,0.02,0.07,0.03,0.03,0.01,0.08,0.07, 
BNT,Bounty Mining Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , ,0.15,0.16,0.24,0.09,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03, , , , , , , 
BNZ,Benz Mining Corp,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , ,--,0.84,0.95
BOA,Boadicea Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , ,--,0.30,0.13,0.16,0.12,0.09,0.07,0.14,0.17,0.20, 
BOC,Bougainville Copper Limited,Annual Ratio Analysis - Year End Share Price ($),0.13,0.14,0.13,0.24,0.45,0.65,0.70,1.49,0.68,0.53,1.69,0.70,0.52,0.47,0.26,0.24,0.20,0.27,0.16,0.33,0.29,0.30, 
BOD,Bod Australia Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , ,--,0.17,0.54,0.34,0.27,0.34,0.07
BOE,Boss Energy Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,0.15,0.05,0.04,0.12,0.06,0.01,0.03,0.02,0.04,0.05,0.07,0.04,0.05,0.18, 
BOK,Black Oak Minerals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,--,0.23,0.07,0.08,0.06,0.04,0.01,0.01,0.30, , , , , , , 
BOL,Boom Logistics Limited,Annual Ratio Analysis - Year End Share Price ($), , , ,--,1.53,2.25,4.45,3.38,0.70,0.34,0.39,0.30,0.21,0.09,0.12,0.12,0.08,0.09,0.24,0.15,0.10,0.14,0.15
BON1,Bonaparte Diamond Mines NL,Annual Ratio Analysis - Year End Share Price ($), , , , ,--,0.50,0.10,0.12,0.08, , , , , , , , , , , , , , 
BOND,SPDR S&P/ASX Australian Bond Fund,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , ,25.34,25.80,26.57,25.65,25.64,27.65,28.33,27.34,23.87
BOP,Birch And Prestige Investment Group Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , ,--,0.41,0.41,0.41,0.41, , , , , , 
BOQ,Bank of Queensland Limited,Annual Ratio Analysis - Year End Share Price ($),5.38,6.55,7.53,9.01,9.72,11.65,15.29,18.56,15.86,11.65,9.83,7.48,7.55,9.60,12.58,12.67,10.55,12.59,11.49,9.17,6.13,9.46, 
BOT,Botanix Pharmaceuticals Ltd,Annual Ratio Analysis - Year End Share Price ($),0.14,0.07,0.10,0.09,0.14,0.28,0.23,0.30,0.24,0.20,0.09,0.01,0.01,0.00,0.02,0.01,0.01,0.04,0.11,0.18,0.04,0.08,0.06
BOW,Bow Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , ,0.12,0.20,0.19,0.44,0.83,1.12,0.91, , , , , , , , , , , 
BOY,Burrup Holdings Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,--, , , , , , , , , , , , , , 
BPA,Brookfield Prime Property Fund,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,0.64,0.45,0.00,1.04,3.29,4.15,3.61,4.41,5.00,6.00, , , , , , 
BPC,"Burns, Philp and Company Limited",Annual Ratio Analysis - Year End Share Price ($),0.42,0.46,0.65,0.75,0.68,0.91,0.92, , , , , , , , , , , , , , , , 
BPF,Bulletproof Group Limited ,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , ,0.17,0.04,0.30,0.25,0.40,0.08, , , , , 
BPG,Byte Power Group Limited,Annual Ratio Analysis - Year End Share Price ($),0.18,0.05,0.12,0.06,0.09,0.06,0.03,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01, , , 
BPH,BPH Energy Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , ,0.08,0.12,0.22,0.05,0.02,0.07,0.03,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.02,0.07, 
BPK,Bremer Park Limited,Annual Ratio Analysis - Year End Share Price ($),0.45,0.56,0.45,0.19,0.16,0.10,0.12,0.03,0.03,0.01,0.01,0.01,0.00, , , , , , , , , , 
BPM,BPM Minerals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , ,--,0.35, 
BPP,Babylon Pump & Power Limited,Annual Ratio Analysis - Year End Share Price ($),0.17,0.05,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02, 
BPT,Beach Energy Limited,Annual Ratio Analysis - Year End Share Price ($),0.03,0.05,0.34,0.34,0.27,0.65,1.55,1.43,1.34,0.79,0.69,0.92,0.94,1.14,1.68,1.05,0.61,0.57,1.75,1.99,1.52,1.24,1.73
BQF,Bakehouse Quarter Fund,Annual Ratio Analysis - Year End Share Price ($), , , ,4.00,3.30,3.90,3.30, , , , , , , , , , , , , , , , 
BRB,Breaker Resources NL,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,--,0.20,0.27,0.07,0.05,0.17,0.70,0.26,0.32,0.29,0.15, 
BRG,Breville Group Limited,Annual Ratio Analysis - Year End Share Price ($),0.77,0.82,1.95,2.06,2.15,1.60,1.38,3.00,1.05,0.92,2.14,3.30,4.38,7.06,8.11,6.21,7.49,10.45,11.62,16.36,22.76,29.91,17.99
BRI,Big River Industries Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , ,--,1.78,1.80,1.12,1.50,2.20,2.12
BRI1,Breakwater Island Trust,Annual Ratio Analysis - Year End Share Price ($),0.27,0.29,0.30, , , , , , , , , , , , , , , , , , , , 
BRK,Brookside Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , ,--,0.30,0.67,0.60,1.14,0.50,0.38,0.73,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02, 
BRK1,BreakFree Limited,Annual Ratio Analysis - Year End Share Price ($), , ,--,1.12,2.14, , , , , , , , , , , , , , , , , , 
BRL,Bathurst Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,0.22,0.06,0.17,1.02,0.38,0.12,0.04,0.01,0.01,0.09,0.15,0.12,0.05,0.46,1.07
BRL1,BRL Hardy Limited,Annual Ratio Analysis - Year End Share Price ($),7.93,11.05,7.05, , , , , , , , , , , , , , , , , , , , 
BRM,Brockman Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.27, , , ,--,0.17,0.17,0.47,2.52,1.25,2.98,2.90, , , , , , , , , , , 
BRN,Brainchip Holdings Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,0.16,0.09,0.04,0.01,0.26,0.28,0.18,0.10,0.05,0.43,0.68, 
BRO,Broad Investments Limited,Annual Ratio Analysis - Year End Share Price ($),0.15,0.04,0.11,0.02,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, , , , , , , 
BRS,Broadspectrum Limited,Annual Ratio Analysis - Year End Share Price ($),--,2.00,2.82,3.16,5.12,7.61,8.60,11.11,7.42,2.29,3.11,3.35,1.81,0.77,1.08,1.43, , , , , , , 
BRS1,Bristile Limited,Annual Ratio Analysis - Year End Share Price ($),1.10,2.11,2.60,3.62, , , , , , , , , , , , , , , , , , , 
BRT1,Blaico Aire-Tronic Limited,Annual Ratio Analysis - Year End Share Price ($), , ,0.09,0.09,0.09, , , , , , , , , , , , , , , , , , 
BRU,Buru Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , ,0.17,0.37,0.66,3.14,1.22,0.43,0.24,0.20,0.31,0.20,0.17,0.12,0.23, 
BRV,Big River Gold Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,0.19,0.24,0.26,0.67,0.83,0.14,0.55,1.18,0.62,0.30,0.22,0.12,0.12,0.07,0.02,0.02,0.05,0.23, 
BRW,Breakaway Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.10,0.10,0.09,0.04,0.04,0.03,0.06,0.63,0.30,0.07,0.04,0.05,0.02,0.01, , , , , , , , , 
BRX,Belararox Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
BRY,BIL International Limited,Annual Ratio Analysis - Year End Share Price ($),0.26,0.53, , , , , , , , , , , , , , , , , , , , , 
BRZ,Brazin Limited,Annual Ratio Analysis - Year End Share Price ($),2.43,1.09,2.30,0.88,1.48,1.73,1.40, , , , , , , , , , , , , , , , 
BSA,BSA Limited,Annual Ratio Analysis - Year End Share Price ($),0.88,0.21,0.12,0.10,0.27,0.26,0.23,0.76,0.33,0.14,0.18,0.20,0.20,0.14,0.10,0.17,0.24,0.34,0.30,0.33,0.30,0.33,0.07
BSE,Base Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,--,0.07,0.09,0.61,0.41,0.38,0.34,0.14,0.14,0.28,0.29,0.24,0.18,0.30,0.28
BSG,Bolnisi Gold NL,Annual Ratio Analysis - Year End Share Price ($),0.11,0.06,0.16,0.18,0.26,0.61,2.48,2.64, , , , , , , , , , , , , , , 
BSL,BlueScope Steel Limited,Annual Ratio Analysis - Year End Share Price ($), ,--,--,3.72,6.74,8.23,7.95,10.34,11.34,2.53,2.10,1.21,0.30,4.67,5.42,3.00,6.37,13.21,17.26,12.05,11.69,21.96,15.90
BSN,Basin Energy Limited,Annual Ratio Analysis - Year End Share Price ($),0.15,0.04,0.04,0.04,0.20,0.05,0.07,0.09,0.11,0.04,0.04,0.03,0.04,0.02,0.01,0.00,0.00,0.01,0.01, , , , 
BSN1,Bisan Limited,Annual Ratio Analysis - Year End Share Price ($),0.15,0.04,0.04,0.04,0.20,0.05,0.07,0.09,0.11,0.04,0.04,0.03,0.04,0.02,0.01,0.00,0.00,0.01,0.01, , , , 
BSO,Bass Strait Oil Trust,Annual Ratio Analysis - Year End Share Price ($),2.77,3.50,3.16,3.24,2.62,1.81,1.60, , , , , , , , , , , , , , , , 
BSP,Black Star Petroleum Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , ,--,--,0.16,0.17,0.01,0.00,0.00,0.00,0.00,0.00, , , 
BSR,Bassari Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,--,0.16,0.08,0.22,0.06,0.03,0.01,0.01,0.01,0.03,0.01,0.02,0.01, , , 
BST,Best & Less Group holdings Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , ,0.80,0.94,0.89,0.98,0.96,--, ,2.23
BSX,Blackstone Minerals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , ,--,0.19,0.17,0.08,0.18,0.35, 
BTA,Biota Holdings Limited,Annual Ratio Analysis - Year End Share Price ($),3.46,0.85,0.48,0.51,0.56,0.42,1.21,1.86,0.77,1.20,1.02,0.95,0.69, , , , , , , , , , 
BTC,BTC Health Ltd,Annual Ratio Analysis - Year End Share Price ($),--,0.35,0.32,0.33,0.42,0.34,0.43,0.35,0.18,0.16,0.18,0.12,0.04,0.02,0.03,0.10,0.10,0.16,0.20,0.09,0.10,0.07,0.04
BTE,Botala Energy Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
BTH,Bigtincan Holdings Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , ,--,0.23,0.33,0.52,0.73,1.14,0.50
BTI,Bailador Technology Investments Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , ,--,0.91,1.14,0.90,0.74,1.05,0.70,1.33,1.45
BTK,Botai Technology Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , ,0.48,0.15,0.17,0.02, , , , 
BTM,BT Resources Management Limited ,Annual Ratio Analysis - Year End Share Price ($),0.38, , , , , , , , , , , , , , , , , , , , , , 
BTN,Butn Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,0.14,0.05,0.02, , , , , , ,--, ,0.10
BTN1,Brighton Mining Group Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,0.14,0.05,0.02, , , , , , , , , 
BTP,BT Property Trust ,Annual Ratio Analysis - Year End Share Price ($),1.82, , , , , , , , , , , , , , , , , , , , , , 
BTR,Brightstar Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.03,0.01,0.02,--,0.46,0.25,0.18,0.20,0.11,0.14,0.22,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03, 
BTR2,Blackthorn Resources Limited,Annual Ratio Analysis - Year End Share Price ($),0.03,0.01,0.02,0.01,0.06,0.05,0.12,0.36,0.07,0.32,0.60,0.44,1.17,0.22,0.15, , , , , , , , 
BTY,Bounty Investments Limited ,Annual Ratio Analysis - Year End Share Price ($),3.12, , , , , , , , , , , , , , , , , , , , , , 
BUB,Bubs Australia Limited,Annual Ratio Analysis - Year End Share Price ($),0.06,0.06,0.04,0.01,0.04,0.06,0.20,0.14,0.08,0.10,0.06,0.03,0.01,0.01,0.01,0.00,0.01,0.25,0.78,1.12,0.93,0.43,0.60
BUD,Buddy Technologies Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,0.35,0.14,0.17,0.15,0.60,0.26,0.13,0.05,0.03,0.10,0.10,0.12,0.05,0.01,0.04, 
BUE,Bluestone Global Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , ,--,0.07,0.02,0.01,0.30,0.05,0.00, , , , , , , , , 
BUR,Burley Minerals Ltd,Annual Ratio Analysis - Year End Share Price ($), , , , , , ,0.17,0.39,0.10,0.04,0.10,0.04,0.03,0.01,0.02,0.00, , , , , ,--, 
BUX,Buxton Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,0.16,0.06,0.08,0.25,0.10,0.23,0.29,0.09,0.09,0.23,0.17,0.10,0.07,0.14, 
BUY,Bounty Oil & Gas NL,Annual Ratio Analysis - Year End Share Price ($), ,--,0.09,0.09,0.12,0.08,0.04,0.05,0.06,0.03,0.08,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.02,0.02, 
BVA,Bravura Solutions Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , ,1.28,1.66,1.39,0.14,0.10,0.14,0.15,0.26, , , , , , , , , 
BVR,Bellavista Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
BVS, Bravura Solutions Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , ,--,1.60,3.21,4.86,4.50,3.51,1.42
BWA,Bank of Western Australia Limited,Annual Ratio Analysis - Year End Share Price ($),4.12,4.15,3.73, , , , , , , , , , , , , , , , , , , , 
BWD,Blackwood Corporation Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,--,0.59,0.56,0.69,0.28,0.05,0.05,0.23,0.22,0.05, , , , , , , , , 
BWF,Blackwall Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , ,--,0.10,0.14,0.25,0.33,0.60,0.90,0.95,0.89,0.35,0.56,0.68
BWN,Bowen Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , ,--,0.27,0.42,0.09,0.04,0.04,0.04, , , , , , , , , , 
BWP,BWP Trust,Annual Ratio Analysis - Year End Share Price ($),0.98,1.15,1.28,1.51,1.57,1.91,2.00,2.31,1.71,1.63,1.89,1.83,1.86,2.25,2.48,3.06,3.64,2.98,3.25,3.68,3.83,4.26,3.89
BWX,BWX Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , ,--,4.71,5.88,5.70,1.82,3.51,5.44, 
BXB,Brambles Limited,Annual Ratio Analysis - Year End Share Price ($),51.34,48.00,9.44,4.57,6.00,8.17,11.00,12.18,8.73,5.96,5.46,7.22,6.16,9.34,9.19,10.60,12.39,9.73,8.88,12.88,10.87,11.44,10.71
BXN,Bioxyne Limited,Annual Ratio Analysis - Year End Share Price ($),--,0.52,0.70,0.30,0.10,0.09,0.04,0.04,0.01,0.01,0.01,0.01,0.04,0.00,0.02,0.01,0.02,0.02,0.05,0.02,0.01,0.03,0.01
BXP,Bill Express Limited,Annual Ratio Analysis - Year End Share Price ($), , , , ,--,0.23,0.17,0.24, , , , , , , , , , , , , , , 
BYE,Byron Energy Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , ,0.91,1.09,1.18,0.83,0.54,0.47,0.45,0.56,0.41,0.70,0.23,0.13,0.10,0.35,0.29,0.14,0.10, 
BYH,Bryah Resources Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , ,--,0.09,0.06,0.05,0.06, 
BYI,Beyond International Limited,Annual Ratio Analysis - Year End Share Price ($),0.75,0.72,0.40,0.30,0.28,0.36,0.60,0.95,0.68,0.65,0.68,0.65,0.70,1.50,1.25,1.40,1.23,0.84,0.76,0.84,0.60,0.70,0.45
BYL,Brierty Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , ,0.38,0.23,0.23,0.28,0.30,0.21,0.40,0.34,0.09,0.06, , , , , 
BZL,Braziron Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , ,0.16,0.09,0.02,0.01,0.02,0.01, , , , , , , 
C1X,Cosmos Exploration Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
C29,C29 Metals Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , ,--, 
C6C,Copper Mountain Mining Corporation,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , ,--,0.74,0.75,1.84,3.63, 
C79,Chrysos Corporation Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , , , , , , ,3.58
CA8,CoAssets Limited,Annual Ratio Analysis - Year End Share Price ($), , , , , , , , , , , , , , , , , ,0.23,0.16,0.10, , , 
